ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
87c20d4	cc34577	481830ccc28ff98bc9e87f1f414ec5f6	258b281	Dragonborn	Mercenary Veteran	2019-03-18T20:43:05Z	Paladin 3	Paladin	Oath of Redemption	3		29	18	16	12	14	10	12	12		Athletics|Insight|Intimidation|Persuasion	Trident|Javelin	Sanctuary*1|Sleep*1	Cha	fighting style/Great Weapon Fighting	United States	US		NA	NA	Dragonborn	Sanctuary*1|Sleep*1	Trident|Javelin	1-3	sharp_hawking
aa950dc	85a418b	29e7ec1b5dcd33e94bbf62e584f7754a	aa87476	Forest Gnome	Guild Artisan	2019-03-16T16:57:03Z	Wizard 3	Wizard	School of Divination	3		20	12	10	14	14	20	12	10	Leal Neutro	Arcana|Investigation|Insight|Persuasion	Quarterstaff	Ilusão Menor*0|Toque Arrepiante*0|Toque Chocante*0|Mãos Magicas*0|Escudo Arcano*1|Área Escorregadia*1|Sono*1|Riso Estérico De Tasha*1|Queda Suave*1|Mísseis Mágicos*1|Mãos Flamejantes*1|Névoa Obscurecente*1|Invocar Celestial*2|Crescer Espinhos*2|Restauração Menor*2	Int		Brazil	BR	NN	NA	NA	Gnome	*|True Strike*0|*|*|*|*|*|*|*|*|*|*|*|*|*	Quarterstaff	1-3	romantic_shaw
77ef984	3b326ee	5a56ebc0cf92464de81e92e6599f6bc9	06e5aa1	Triton	Faction Agent	2019-03-16T00:42:24Z	Cleric 3	Cleric	Life Domain	3		24	14	14	12	15	10	16	9		History|Insight|Medicine|Survival	Mace|Shortbow	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Wis		United States	US		NA	NA	Triton	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Mace|Shortbow	1-3	romantic_bohr
8ee504d	02cb2a6	8638cd13e5f319dc297751f2c71ebead	e10c6d0	Warforged	Custom	2019-03-14T22:08:49Z	Sorcerer 3	Sorcerer	Wild Magic	3		21	17	14	10	13	14	8	15		Arcana|Insight|Intimidation|Persuasion	Crossbow, light|Dagger		Cha	metamagic/Twinned Spell*Empowered Spell	United States	US		NA	NA	Warforged		Crossbow, Light|Dagger	1-3	fervent_dhawan
06d4d96	cb45868	728bce8ecbc2f90e2b636d72d0fd9b47	0c1d39b	Lizardfolk	Far Traveler	2019-03-13T18:36:25Z	Ranger 3	Ranger	Beast Master	3		25	16	15	17	12	12	14	9		Stealth|Investigation|Nature|Insight|Perception|Survival	Shortsword|Longbow		Wis	fighting style/Archery	United States	US		NA	NA	Lizardfolk		Shortsword|Longbow	1-3	priceless_swirles
06d4d96	cb45868	cdc4a95ecf1c789b98b8b834db793592	58ea291	Lizardfolk	Outlander	2019-03-13T18:35:48Z	Druid 3	Druid	Circle of the Moon	3		26	15	12	14	14	10	17	10		Athletics|Nature|Animal Handling|Insight|Medicine|Survival	Scimitar		Wis		United States	US		NA	NA	Lizardfolk		Scimitar	1-3	hopeful_chebyshev
21533f6	9b5978e	1b8b10f40ca2edf04372d240335c21b3	f63525f	Variant	Outlander	2019-03-10T15:32:46Z	Ranger 3	Ranger	Horizon Walker	3		31	16	19	19	16	13	8	16		Athletics|Investigation|Insight|Perception|Survival	Shortsword|Longbow	Protection from Evil and Good*1	Wis	fighting style/Two-Weapon Fighting	United States	US		NA	NA	Half-Elf	Protection from Evil and Good*1	Shortsword|Longbow	1-3	musing_gould
21533f6	9b5978e	6a316e9da7488c216ce93b7db94f65e8	619cc8d	Variant	Outlander	2019-03-10T15:32:24Z	Ranger 3	Ranger	Hunter	3		31	16	18	18	16	13	8	14	Lawful good	Athletics|Stealth|Insight|Perception|Survival	Shortsword|Longbow		Wis	fighting style/Two-Weapon Fighting	United States	US	LG	NA	NA	Half-Elf		Shortsword|Longbow	1-3	focused_williams
		8c430055bc74844ba74b548ca0727c3b	cfdd1b3	Dragonborn	Noble	2019-03-10T09:18:50Z	Bard 3	Bard	College of Glamour	3		24	13	12	14	14	10	8	16		Acrobatics|Deception|Intimidation|Performance|Persuasion	Longsword|Dagger	Vicious Mockery*0|Dancing Lights*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Charm Person*1|Bane*1|Detect Thoughts*2	Cha	expertise/Performance*Intimidation	Canada	CA		NA	NA	Dragonborn	Vicious Mockery*0|Dancing Lights*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Charm Person*1|Bane*1|Detect Thoughts*2	Longsword|Dagger	1-3	laughing_burnell
842202c	5af09f2	ebc829685c2454cb9e6e3334ceb4ba9b	1dc0c49	Goliath	Mercenary Veteran	2019-03-10T06:31:02Z	Fighter 3	Fighter	Samurai	3		28	16	17	12	15	14	8	8		Athletics|Animal Handling|Insight|Perception|Persuasion	Greatsword|Lance|Handaxe		Int	fighting style/Great Weapon Fighting	United States	US		NA	NA	Goliath		Greatsword|Lance|Handaxe	1-3	crazy_stallman
842202c	5af09f2	6654c5bd9b2a3631c1a9062f74eb4169	a954425	Variant	Charlatan	2019-03-10T06:28:50Z	Sorcerer 3	Sorcerer	Wild Magic	3		14	13	8	16	10	16	8	16		Sleight of Hand|Arcana|Deception|Intimidation|Persuasion	Crossbow, light|Dagger	Freinds*0|Shocking Grasp*0|Mage Hand*0|Fire Bolt*0|Chaos Bolt*1|Shield*1|Charm Person*1|Suggestion*2	Cha	metamagic/Twinned Spell*Quickened Spell	United States	US		NA	NA	Half-Elf	Friends*0|Shocking Grasp*0|Mage Hand*0|Fire Bolt*0|Chaos Bolt*1|Shield*1|Charm Person*1|Suggestion*2	Crossbow, Light|Dagger	1-3	nifty_proskuriakova
842202c	5af09f2	da094c1ab179122897173cbb268256b8	b7dfc76	Kenku	Urban Bounty Hunter	2019-03-10T06:28:19Z	Rogue 3	Rogue	Mastermind	3		24	14	8	16	14	14	9	13		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Intimidation|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Stealth*Deception	United States	US		NA	NA	Kenku		Shortsword|Shortbow|Dagger	1-3	lucid_edison
842202c	5af09f2	14324374fdc18097af7fb26b9f172f69	1310c20	Tiefling	Inheritor	2019-03-10T06:27:03Z	Warlock 3	Warlock	The Fiend	3		15	13	12	14	8	15	8	17		Investigation|Survival|Deception|Intimidation	Dagger|Dagger	Eldrich Blast*0|Create Bonfire*0|Guidence*0|Friends*0|Thaumeturgy*0|Vicious Mockery*0|Hellish Rebuke (pact 1/day)*1|Armor of Agathys*1|False Life*1|Hex*1|Unseen Servant (rit. only)*1|Alarm (rit. only)*1|Invisibility*2	Cha	pact boon/Pact of the Tome|eldritch invocations/Gaze of Two Minds*Fiendish Vigor	United States	US		NA	NA	Tiefling	Eldritch Blast*0|Create Bonfire*0|Guidance*0|Friends*0|Thaumaturgy*0|Vicious Mockery*0|Hellish Rebuke*1|Armor of Agathys*1|False Life*1|Hex*1|Unseen Servant*1|Alarm*1|Invisibility*2	Dagger|Dagger	1-3	nifty_galileo
842202c	5af09f2	39b8f870299b92e0be77cb1044197274	7a2fd21	Bugbear	Acolyte	2019-03-10T06:25:25Z	Barbarian 3	Barbarian	Path of the Zealot	3		32	15	16	16	14	10	10	8		Stealth|Religion|Animal Handling|Insight|Perception	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Bugbear		Greataxe|Handaxe|Javelin	1-3	gracious_tesla
842202c	5af09f2	95b1ed116b26808e8063808a4bc5ae0e	a8723ab	Wood Elf	Folk Hero	2019-03-10T06:24:58Z	Monk 3	Monk	Way of the Open Hand	3		24	16	12	16	14	8	16	8		Athletics|Acrobatics|Perception|Survival|Performance	Quarterstaff|Dart|Unarmed strike		Int		United States	US		NA	NA	Elf		Quarterstaff|Dart|Unarmed Strike	1-3	cranky_villani
842202c	5af09f2	ec70469796da4dad4265d1b5c6ccd249	46aa993	Tabaxi	Entertainer	2019-03-10T06:23:28Z	Ranger 3	Ranger	Hunter	3		25	16	8	16	12	8	15	15		Athletics|Acrobatics|Stealth|Nature|Perception|Performance	Shortsword|Longbow	Hunter's Mark*1|Zephyr Strike*1|Cure Wounds*1	Wis	fighting style/Archery	United States	US		NA	NA	Tabaxi	Hunter's Mark*1|Zephyr Strike*1|Cure Wounds*1	Shortsword|Longbow	1-3	blissful_noyce
842202c	5af09f2	9e2d0f00c3bc1b52969a05a8fd67a9ec	91c80a9	Forest Gnome	Cloistered Scholar	2019-03-10T06:22:57Z	Wizard 3	Wizard	School of Divination	3		14	13	10	16	10	16	14	8		Arcana|History|Investigation|Insight	Dagger	Ice Bolt*0|Mage Hand*0|Prestidigitation*0|Minor Illusion*0|Detect Magic*1|Tenser's Floating Disk*1|Feather Fall*1|Mage Armor*1|Thunderwave*1|Magic Missle*1|Catapult*1|Fog Cloud*1|Flaming Sphere*2|Mirror Image*2	Int		United States	US		NA	NA	Gnome	Fire Bolt*0|Mage Hand*0|Prestidigitation*0|Minor Illusion*0|Detect Magic*1|Tenser's Floating Disk*1|Feather Fall*1|Mage Armor*1|Thunderwave*1|Magic Missile*1|Catapult*1|Fog Cloud*1|Flaming Sphere*2|Mirror Image*2	Dagger	1-3	musing_hugle
842202c	5af09f2	bea507718f433db30c88ff24787fb694	cf6a75b	Turtle	Hermit	2019-03-10T06:22:28Z	Cleric 3	Cleric	Knowledge Domain	3		21	20	14	8	14	14	16	8		Arcana|History|Investigation|Religion|Insight|Medicine|Perception	Mace|Javelin	Guidence*0|Light*0|Word Of Radiance*0|Command*1|Identify*1|Wis+cleric Lvl Spells*1|Augury*2|Suggestion*2	Wis		United States	US		NA	NA	Turtle	Guidance*0|Light*0|Word of Radiance*0|Command*1|Identify*1|*|Augury*2|Suggestion*2	Mace|Javelin	1-3	dazzling_chatelet
842202c	5af09f2	e4ba35340dd5875dd4c768aa84e09703	705b5b7	Triton	Courtier	2019-03-10T06:08:06Z	Paladin 3	Paladin	Oath of Devotion	3		31	19	16	8	16	8	8	16		Athletics|Medicine|Performance|Persuasion	Longsword|Javelin	Protection from Evil and Good*1|Sanctuary*1|Cure Wounds*1|Purify Food and Drink*1|Bless*1|Ceremony*1|Detect Evil and Good*1	Cha	fighting style/Defense	United States	US		NA	NA	Triton	Protection from Evil and Good*1|Sanctuary*1|Cure Wounds*1|Purify Food and Drink*1|Bless*1|Ceremony*1|Detect Evil and Good*1	Longsword|Javelin	1-3	recursing_bose
842202c	5af09f2	d72560552fca52b167a019f8794fc3a1	4d7faf7	Luxodon	Cloistered Scholar	2019-03-10T06:07:02Z	Druid 3	Druid	Circle of Spores	3		27	15	10	14	16	10	16	8		History|Investigation|Animal Handling|Medicine	Quarterstaff	Magic Stone*0|Shillelagh*0|Chill Touch*0|wis+lvl drud spells*1|Blindness/Deafness*1|Gentle Repose*1	Wis		United States	US		NA	NA	Loxodon	Magic Stone*0|Shillelagh*0|Chill Touch*0|*|*|*	Quarterstaff	1-3	blissful_wescoff
90f9691	30fa253	de44ff76732ff85aa0a3a3ade3a73e18	a912fa3	Human	Folk Hero	2019-03-07T18:31:14Z	Barbarian 3	Barbarian	Path of the Totem Warrior	3		42	16	16	15	14	13	11	9		Athletics|Animal Handling|Survival|Intimidation	Battleaxe|Handaxe|Javelin|Greatsword		Int		Brazil	BR		NA	NA	Human		Battleaxe|Handaxe|Javelin|Greatsword	1-3	reverent_chaplygin
d2d4b90	e1d86fa	fdbb4838a82e8a9ca444b6df1aa8fa5a	38ed047	Human	City Watch	2019-03-07T15:53:45Z	Fighter 3	Fighter	Samurai	3		28	16	16	13	15	14	9	11		Athletics|History|Insight|Perception|Survival	Longsword|Handaxe		Int	fighting style/Dueling	Ireland	IE		NA	NA	Human		Longsword|Handaxe	1-3	frosty_bose
cb0e75e		2d19163f38c66c21c9ae0c2d229581ac	827ca64	Lineage - Meph	Charlatan	2019-03-04T16:58:01Z	Rogue 3	Rogue	Arcane Trickster	3		21	13	12	14	15	16	15	18		Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion	Rapier|Shortsword|Dagger	Fire Bolt*0|Mage Hand*0|Poison Spray*0|Ray Of Frost*0|Burning Hands*1|Chromatic Orb*1|Ice Knife*1	Int	expertise/Stealth*Persuasion	United States	US		NA	NA	Tiefling	Fire Bolt*0|Mage Hand*0|Poison Spray*0|Ray of Frost*0|Burning Hands*1|Chromatic Orb*1|Ice Knife*1	Rapier|Shortsword|Dagger	1-3	reverent_noether
3a6a084	7003f40	76583d4783dbe307fa11320f43a700d0	2cb73b6	Lineage - Disp	Criminal	2019-03-03T15:34:47Z	Bard 3	Bard	College of Lore	3		21	12	11	14	12	12	12	16		Sleight of Hand|Stealth|Arcana|Investigation|Perception|Deception|Performance|Persuasion	Rapier|Dagger	Cutting Words*0|Thaumaturgy*0|Mage Hand*0|Thunderwave*1|Healing Word*1|Detect Magic*1|Sleep*1|Blindness/deafness*2|Hold Person*2	Cha	expertise/Persuasion*Perception	Norway	NO		NA	NA	Tiefling	*|Thaumaturgy*0|Mage Hand*0|Thunderwave*1|Healing Word*1|Detect Magic*1|Sleep*1|Blindness/Deafness*2|Hold Person*2	Rapier|Dagger	1-3	inspiring_feynman
bc6ce27	6fc3e99	71df42f6a0349ec968f9073048d9db88	0ce9dcc	Dark Elf	Inheritor	2019-03-02T02:14:36Z	Warlock 3	Warlock	The Celestial	3		27	14	11	15	13	11	11	16	Neutral	Arcana|Perception|Survival|Deception|Intimidation	Dagger|Dagger|Crossbow, hand	Light*0|Sacred Flame*0|Create Bonfire (T)*0|Dancing Lights*0|Mending (T)*0|Word Of Radiance (T)*0|Eldritch Blast*0|Mage Hand*0|Disguise Self (I)*1|Farie Fire (1pD)*1|Hex*1|Guiding Bolt*1|Cure Wounds*1|Lesser Restoration*2	Cha	pact boon/Pact of the Tome|eldritch invocations/Mask of Many Faces*Agonizing Blast	United States	US	NN	NA	NA	Elf	Light*0|Sacred Flame*0|Create Bonfire*0|Dancing Lights*0|Mending*0|Word of Radiance*0|Eldritch Blast*0|Mage Hand*0|Disguise Self*1|Faerie Fire*1|Hex*1|Guiding Bolt*1|Cure Wounds*1|Lesser Restoration*2	Dagger|Dagger|Crossbow, hand	1-3	nervous_goodall
e47e51d	19abf73	e75c2ec5bd1232bd3c9692a570c21b20	9acd8ac	Lizardfolk	Guild Artisan	2019-02-27T20:31:30Z	Wizard 3	Wizard	School of Necromancy	3		20	16	10	16	17	17	15	14	Chaotic Neutral	Arcana|History|Insight|Perception|Survival|Persuasion	Quarterstaff|Unarmed strike	Firebolt*0|Mending*0|Prestidigitation*0|Toll The Dead*0|Absorb Elements*1|Chromatic Orb*1|Comprehend Languages*1|Find familiar*1|Shield*1|Unseen Servant*1|Magic Missile*1|Misty Step*2|Dragons Breath*2	Int		United States	US	CN	NA	NA	Lizardfolk	Fire Bolt*0|Mending*0|Prestidigitation*0|Toll the Dead*0|Absorb Elements*1|Chromatic Orb*1|Comprehend Languages*1|Find Familiar*1|Shield*1|Unseen Servant*1|Magic Missile*1|Misty Step*2|Dragon's Breath*2	Quarterstaff|Unarmed Strike	1-3	romantic_wing
2e31ea4	6fd3e8d	404d9ece2b17de64e129b09130f2645a	c355129	Turtle	Faction Agent	2019-02-25T05:35:12Z	Wizard 3	Wizard	School of Divination	3		20	18	12	15	15	18	12	12	true neutral	Arcana|Investigation|Insight|Medicine|Survival	Quarterstaff|Claw	Toll The Dead*0|Prestidigitation*0|Sword Burst*0|Absorb Elements*1|Shield*1|Fimd familiar(R)*1|Feather fall*1|Chromatic Orb *1|Comprehend Languages(R)*1|Detect Magic(R)*1|False Life*1|Dragons Breath*2|Mind Spike*2	Int		United States	US	NN	NA	NA	Turtle	Toll the Dead*0|Prestidigitation*0|Sword Burst*0|Absorb Elements*1|Shield*1|Find Familiar*1|Feather Fall*1|Chromatic Orb*1|Comprehend Languages*1|Detect Magic*1|False Life*1|Dragon's Breath*2|Mind Spike*2	Quarterstaff|	1-3	admiring_keldysh
	ed5f5db	33a9c42b26f85ec79f0450abafb2e708	4927222	Dragonborn	Entertainer	2019-02-24T14:45:55Z	Bard 3	Bard	College of Valor	3		33	16	15	13	16	12	11	18		Acrobatics|Perception|Intimidation|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Performance*Acrobatics	Canada	CA		NA	NA	Dragonborn		Rapier|Dagger	1-3	stoic_napier
1f68198		b511bb08ed1bafc9c4dfdc5364907c71	3b4ee95	Firbolg	Outlander	2019-02-23T22:17:37Z	Ranger 3	Ranger	Horizon Walker	3		22	13	12	15	12	10	16	10		Athletics|Nature|Insight|Perception|Survival	Quarterstaff|Dagger|Longbow	Protection from Evil and Good*1|Hidden Step (Invisi)*1|Detect Magic*1|Disguise Self*1	Wis	fighting style/Archery	United States	US		NA	NA	Firbolg	Protection from Evil and Good*1|*|Detect Magic*1|Disguise Self*1	Quarterstaff|Dagger|Longbow	1-3	vigilant_gates
651641e		e398b23e9a62d568daebc8d05cd597ef	235d9a5	Goblin	Criminal	2019-02-20T19:42:04Z	Paladin 3	Paladin	Oath of Vengeance	3		38	19	11	18	18	11	14	16		Stealth|Deception	Rapier	Bane*1|Hunter’s Mark*1	Cha	fighting style/Defense	United States	US		NA	NA	Goblin	Bane*1|Hunter's Mark*1	Rapier	1-3	romantic_ptolemy
2ed69e8	e7ba14e	4a7fe39c7da5ddf8183b74d581e325b0	f5085f6	Human	City Watch	2019-02-20T02:16:02Z	Fighter 3	Fighter	Purple Dragon Knight	3		28	16	17	13	14	12	11	8	Chaotic Good	Athletics|Insight|Perception|Intimidation	Greatsword|Shortsword|Crossbow, light		Int	fighting style/Great Weapon Fighting	United States	US	CG	NA	NA	Human		Greatsword|Shortsword|Crossbow, Light	1-3	suspicious_robinson
d1ca53b	adc3c9b	a93e4fb44eb2695e1c4ba15e62d0c9ec	bb47b35	Minotaur	Soldier	2019-02-18T20:54:05Z	Barbarian 3	Barbarian	Path of the Berserker	3		35	15	16	14	16	8	10	10		Athletics|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		Canada	CA		NA	NA	Minotaur		Greataxe|Handaxe|Javelin	1-3	crazy_dijkstra
c054075	57e1723	38d869eafa61327484b1b21b3bc20bbc	395d543	Half-Elf	Inheritor	2019-02-18T20:39:22Z	Bard 3	Bard	College of Lore	3		30	16	10	20	18	10	17	22		Sleight of Hand|Stealth|Arcana|Insight|Perception|Survival|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Persuasion*Perception	United States	US		NA	NA	Half-Elf		Rapier|Dagger	1-3	determined_meitner
e4664fb	57903a7	80b8c99e37e74e636fd7f41ea15e76dc	67d3ccf	Human	Folk Hero	2019-02-18T17:29:06Z	Bard 3	Bard	College of Swords	3	Sharpshooter	15	13	8	16	10	13	10	16	Chaotic Neutral	Animal Handling|Survival|Deception|Intimidation|Performance|Persuasion	Dagger|Dagger		Cha	expertise/Performance|fighting style/Archery	United States	US	CN	NA	NA	Human		Dagger|Dagger	1-3	frosty_lewin
7e9e8da	62dd302	608fbecbc286bacc9e120def3c4e0fa6	c3f550d	Shadow Elf	Entertainer	2019-02-18T17:12:38Z	Rogue 3	Rogue	Assassin	3		36	14	14	16	18	12	12	17		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Performance|Persuasion	Rapier|Shortbow|Dagger	Minor Illusion *0	Int	expertise/Stealth*Performance	United States	US		NA	NA	Elf	Minor Illusion*0	Rapier|Shortbow|Dagger	1-3	nervous_williamson
7e9e8da	62dd302	20872dcdc915c14a4fa96bde4989458f	6d59e09	Shadow Elf	Entertainer	2019-02-18T17:03:17Z	Rogue 3	Rogue	Assassin	3		36	14	14	16	18	12	12	17	Chaotic Good	Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Intimidation|Performance|Persuasion	Shortbow|Longsword|Shadow Blade	Shadow Shape (Minor Illusion)*0	Cha	expertise/Thieves' Tools*Stealth	United States	US	CG	NA	NA	Elf	Minor Illusion*0	Shortbow|Longsword|	1-3	ecstatic_lamarr
7e9e8da	62dd302	a1ce3a16f82dce80b428023c53e57a4a	a508cd1	Human	Far Traveler	2019-02-18T15:53:18Z	Druid 3	Druid	Circle of the Moon	3		30	13	14	15	14	13	13	11	true neutral	Nature|Animal Handling|Insight|Perception	Dagger|Scimitar|Handaxe	Produce Flame (1d8)*0|Thorn Whip (1d6)*0|Wild Shape*0|Animal Speak*1|Healing Word (1d4+3)*1|Ice Knife*1|(+3) Flame Blade (3d6)*2| Pass Without Trace*2	Wis		United States	US	NN	NA	NA	Human	Produce Flame*0|Thorn Whip*0|*|*|Healing Word*1|Ice Knife*1|Flame Blade*2|Pass Without Trace*2	Dagger|Scimitar|Handaxe	1-3	ecstatic_kapitsa
6874f04	57903a7	c5ca2af9aec3c65df45be81b5c261f52	3260c41	Tabaxi	Cloistered Scholar	2019-02-15T21:32:20Z	Wizard 3	Wizard	School of Evocation	3		15	13	8	17	12	15	12	10	Neutral Good	Stealth|Arcana|History|Investigation|Insight|Perception	Quarterstaff	Shape Water*0|Fire Bolt*0|Create Bonfire*0|Find Familiar*1|Shield*1|Burning Hands*1|Sleep*1|Mirror Image*2|Darkness*2	Int		United States	US	NG	NA	NA	Tabaxi	Shape Water*0|Fire Bolt*0|Create Bonfire*0|Find Familiar*1|Shield*1|Burning Hands*1|Sleep*1|Mirror Image*2|Darkness*2	Quarterstaff	1-3	dreamy_chebyshev
6390be1	358f1bf	fbf1a855bf833eda3db87fbb04ba0c4e	53960b4	Human	Sage	2019-02-15T01:31:55Z	Wizard 3	Wizard	School of Conjuration	3	Linguist	14	12	6	14	10	20	16	14	N	Arcana|History|Investigation|Religion|Perception	Dagger	Fire Bolt*0|Prestidigitation*0|Mending*0|Find Familiar (R)*1|Comp. Languages (R)*1|Detect Magic (R, P)*1|Unseen Servant (R, P)*1|Fog Cloud (P)*1|Ice Knife (P)*1|Shield (P)*1|Featherfall (P)*1|Invisibility (P)*2|Misty Step (P)*2	Int		United States	US	NN	NA	NA	Human	Fire Bolt*0|Prestidigitation*0|Mending*0|Find Familiar*1|Comprehend Languages*1|Detect Magic*1|Unseen Servant*1|Fog Cloud*1|Ice Knife*1|Shield*1|Feather Fall*1|Invisibility*2|Misty Step*2	Dagger	1-3	cool_ramanujan
759e06b	c438592	d31b4f3185dc02264ce8618e1fad73d8	2e08fb5	Rock Gnome	Guild Member - Technology	2019-02-14T20:22:04Z	Artificer 3	Artificer		3		21	12	7	10	12	18	10	16		Arcana|History|Investigation|Nature|Deception	Light hammer|Handaxe|Crossbow, light	Identify*0|Detect Magic*0	Int		Italy	IT		NA	NA	Gnome	*|*	Light hammer|Handaxe|Crossbow, Light	1-3	recursing_shirley
	d29ae27	c3b42c15234e9f8f97211c5d6849ff10	b631aca	Human	Charlatan	2019-02-13T22:20:41Z	Rogue 3	Rogue	Inquisitive	3		21	13	8	15	11	15	13	14		Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Persuasion*Deception	Canada	CA		NA	NA	Human		Shortsword|Shortbow|Dagger	1-3	jovial_pasteur
	d29ae27	5bbf0446141e6fce5aa344bc2b59ab02	96ac49a	High Elf	Far Traveler	2019-02-13T22:15:32Z	Wizard 3	Wizard	School of Necromancy	3		21	12	8	14	13	16	14	10		Arcana|Investigation|Insight|Perception	Quarterstaff		Int		Canada	CA		NA	NA	Elf		Quarterstaff	1-3	quizzical_lehmann
	d29ae27	22a4c56a98cab124a499c05819e00f47	6152003	High Elf	Outlander	2019-02-13T22:13:11Z	Wizard 3	Wizard	School of Conjuration	3		21	13	10	16	13	16	12	8		Athletics|Arcana|Investigation|Perception|Survival	Quarterstaff		Int		Canada	CA		NA	NA	Elf		Quarterstaff	1-3	quizzical_shtern
f70e7ec	f79fb16	155a93d0021b5e4b12de26b1fc63989b	9748022	Sea Elf	Guild Member - Spycraft	2019-02-13T21:04:31Z	Rogue 3	Rogue	Thief	3		24	16	8	20	14	12	12	16		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Deception	United States	US		NA	NA	Elf		Rapier|Shortbow|Dagger	1-3	keen_brown
1432079	18a70bf	78d7970825447630581f3d22fdd0336d	0ff3100	Lightfoot Halfling	Urchin	2019-02-10T20:04:37Z	Ranger 3	Ranger	Hunter	3		28	14	10	16	14	9	14	12	LG	Sleight of Hand|Stealth|Nature|Perception|Survival	Shortsword|Longbow	Hunters Mark*1|Hail Of Thorns*1|Fog Cloud*1	Wis	fighting style/Archery	United States	US	LG	NA	NA	Halfling	Hunter's Mark*1|Hail of Thorns*1|Fog Cloud*1	Shortsword|Longbow	1-3	keen_easley
d4b092c		78327f41cb5fc790fa2bb2b88c99bbb6	125b33e	Half-Elf	Guild Artisan	2019-02-10T19:54:09Z	Monk 3	Monk	Way of the Four Elements	3		16	12	14	15	13	12	11	13	Chaotic Good	Athletics|Acrobatics|Religion|Insight|Persuasion	Quarterstaff|Dart|Unarmed Strike		Int		United States	US	CG	NA	NA	Half-Elf		Quarterstaff|Dart|Unarmed Strike	1-3	compassionate_feistel
00bd34c	018b43c	9310144d8e007d19845ed0fb99fe6f24	bc42e6f	Dragonborn	Custom	2019-02-10T16:18:45Z	Fighter 3	Fighter	Battle Master	3		36	18	20	15	15	9	12	10	NG	Acrobatics|Stealth|Survival	Greatsword		Int	fighting style/Great Weapon Fighting	United States	US	NG	NA	NA	Dragonborn		Greatsword	1-3	competent_swirles
	e974f67	7436582f6bf57531ac8bf1ca4442dcd1	a2b0406	Water Genasi	Far Traveler	2019-02-10T00:58:00Z	Monk 3	Monk	Way of the Drunken Master	3		29	17	14	18	16	9	16	12		Acrobatics|Stealth|Insight|Perception|Performance	Quarterstaff|Dart|Unarmed strike	Shape Water*0|Create Or Destroy Water*0	Con		Canada	CA		NA	NA	Genasi	Shape Water*0|*	Quarterstaff|Dart|Unarmed Strike	1-3	youthful_einstein
2ed69e8	e7ba14e	14c59eb63dfc804bc21b887487e32dec	3813103	Aasimar	Inheritor	2019-02-09T19:21:28Z	Sorcerer 3	Sorcerer	Divine Soul	3		18	13	12	16	13	11	13	16	Chaotic Good	Arcana|Religion|Survival|Persuasion	Quarterstaff|Dagger|Handaxe	Friends*0|Light (A)*0|Mending*0|Prestidigitation*0|Charm Person*1|Cure Wounds (S:D)*1|Detect Magic*1|Lesser Restoration (S:D)*2|Prayer Of Healing (C)*2|Suggestion*2	Cha	metamagic/Subtle Spell*Distant Spell	United States	US	CG	NA	NA	Aasimar	Friends*0|Light*0|Mending*0|Prestidigitation*0|Charm Person*1|Cure Wounds*1|Detect Magic*1|Lesser Restoration*2|Prayer of Healing*2|Suggestion*2	Quarterstaff|Dagger|Handaxe	1-3	infallible_kalam
770e11e		4010a4aa6b8512057d3d69c0a6dafa42	f16d4b5	Human	Outlander	2019-02-04T04:50:53Z	Barbarian 3	Barbarian	Path of the Totem Warrior	3		36	18	18	15	18	14	14	12		Athletics|Stealth|Nature|Perception|Survival|Intimidation	Greataxe|Longsword|Javelin		Wis		Brazil	BR		NA	NA	Human		Greataxe|Longsword|Javelin	1-3	laughing_sutherland
	2c3211b	7a144c8f7262c7b70bf8a486cc225fd4	696e408	Changeling	Far Traveler	2019-02-03T05:35:57Z	Monk 3	Monk	Way of Shadow	3		21	15	8	16	12	12	15	10	True Neutral	Acrobatics|Stealth|Insight|Perception|Deception	Dagger|Dart|Unarmed strike		Int		Canada	CA	NN	NA	NA	Changeling		Dagger|Dart|Unarmed Strike	1-3	affectionate_aryabhata
