name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
555464	Human	Noble	2018-05-24T11:18:01Z	Paladin 2	Paladin		2	Sentinel	24	18	18	12	15	11	14	16		Athletics|History|Animal Handling|Insight|Persuasion	Longsword|Javelin		05 24 18		NA	NA	Human		Longsword|Javelin	1-3	youthful_bell
1d0ff4	Tabaxi	Outlander	2018-09-20T15:29:42Z	Ranger 2	Ranger		2		18	14	10	17	13	8	12	15	CN	Athletics|Stealth|Investigation|Nature|Insight|Perception|Survival	Dagger|Dagger|Longbow		09 20 18	CN	N	C	Tabaxi		Dagger|Longbow	1-3	zealous_nobel
2ee61b	Lightfoot Halfling	Urban Bounty Hunter	2018-07-22T16:32:34Z	Rogue 2	Rogue		2		19	16	11	20	16	17	17	14		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception	Shortsword|Shortbow|Dagger		07 22 18		NA	NA	Halfling		Shortsword|Shortbow|Dagger	1-3	epic_dewdney
92aebc	Ghastly Halfling	Far Traveler	2019-01-06T05:20:16Z	Ranger 2	Ranger		2		18	14	10	16	12	14	14	10	Chaotic Neutral	Stealth|Investigation|Insight|Perception|Survival	Shortsword|Shortbow	Hunter's Mark*1|Cure Wounds*1	01 05 19	CN	N	C	Halfling	Hunter’s Mark*1|Cure Wounds*1	Shortsword|Shortbow	1-3	brave_newton
ea0705	Lineage - Baal	Haunted One	2018-11-23T12:40:57Z	Warlock 2	Warlock	The Hexblade	2		17	13	9	14	14	11	13	16	Chaotic Good	Arcana|Investigation|Deception|Intimidation	Crossbow, light|Dagger	Eldritch Blast*0|Minor Illusion*0|Thaumaturgy *0|Disguise Self (Unlimited)*1|Shield*1|Wrathful Smite*1|Hex*1|Armor Of Agathys *1|Expeditious Retreat*1	11 23 18	CG	G	C	Tiefling	Eldritch Blast*0|Minor Illusion*0|Thaumaturgy*0|Disguise Self*1|Shield*1|Wrathful Smite*1|Hex*1|Armor of Agathys*1|Expeditious Retreat*1	Crossbow, Light|Dagger	1-3	hardcore_jang
7339a4	Half-Elf	Entertainer	2018-11-23T12:11:58Z	Bard 2	Bard		2		22	13	4	15	16	11	12	19	Chaotic Neutral	Acrobatics|Stealth|Perception|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger	Vicious Mockery *0|Minor Illusion *0|Healing Word*1|Faerie Fire*1|Bane*1|Tasha's Hideous Laughter*1|Charm Person*1	11 23 18	CN	N	C	Half-Elf	Vicious Mockery*0|Minor Illusion*0|Healing Word*1|Faerie Fire*1|Bane*1|Tasha’s Hideous Laughter*1|Charm Person*1	Rapier|Dagger	1-3	modest_kapitsa
101a35	Goliath	Mercenary Veteran	2018-11-23T11:17:30Z	Fighter 2	Fighter		2		24	16	19	12	18	10	11	11	Chaotic Neutral	Athletics|Survival|Intimidation|Persuasion	Maul|Handaxe|Crossbow, heavy		11 23 18	CN	N	C	Goliath		Maul|Handaxe|Crossbow, Heavy	1-3	dreamy_boyd
dcae8b	Tabaxi	Outlander	2018-11-23T13:03:12Z	Monk 2	Monk		2		15	14	10	16	13	10	13	11	True Neutral	Athletics|Acrobatics|Stealth|Insight|Perception|Survival	Shortsword|Dart|Unarmed strike		11 23 18	NN	N	N	Tabaxi		Shortsword|Dart|Unarmed Strike	1-3	festive_cartwright
f2c3a7	Human	Noble	2018-11-23T11:27:28Z	Cleric 2	Cleric	Life Domain	2	Resilient	17	16	14	11	16	12	17	9	Neutral Good	History|Religion|Medicine|Perception|Persuasion	Mace|Crossbow, light	Guidance*0|Sacred Flame*0|Light*0|Bless*1|Cure Wounds*1|Healing Word*1|Shield Of Faith*1|Guiding Bolt*1|Inflict Wounds*1|Bane*1	11 23 18	NG	G	N	Human	Guidance*0|Sacred Flame*0|Light*0|Bless*1|Cure Wounds*1|Healing Word*1|Shield of Faith*1|Guiding Bolt*1|Inflict Wounds*1|Bane*1	Mace|Crossbow, Light	1-3	agitated_morse
7b1ea5	Lineage - Meph	Charlatan	2018-11-23T12:56:32Z	Sorcerer 2	Sorcerer	Divine Soul	2		14	12	9	15	15	13	12	18	Lawful Evil	Sleight of Hand|Deception|Intimidation|Persuasion	Crossbow, light|Dagger	Fire Bolt*0|Shocking Grasp *0|Prestidigitation *0|Guidance*0|Inflict Wounds*1|Healing Word*1|Shield*1|Burning Hands *1|Mage Armor*1	11 23 18	LE	E	L	Tiefling	Fire Bolt*0|Shocking Grasp*0|Prestidigitation*0|Guidance*0|Inflict Wounds*1|Healing Word*1|Shield*1|Burning Hands*1|Mage Armor*1	Crossbow, Light|Dagger	1-3	distracted_maxwell
08be86	Firbolg	Hermit	2018-11-23T12:30:21Z	Druid 2	Druid	Circle of the Moon	2		15	14	10	12	13	8	16	11	True Neutral	Nature|Religion|Medicine|Perception		Guidance *0|Thorn Whip*0|Healing Word*1|Faerie Fire*1|Entangle*1	11 23 18	NN	N	N	Firbolg	Guidance*0|Thorn Whip*0|Healing Word*1|Faerie Fire*1|Entangle*1		1-3	bold_chaplygin
4172f8	Human	Acolyte	2018-11-23T15:57:06Z	Cleric 2	Cleric	Death Domain	2	Resilient	17	17	13	12	14	10	18	8	Neutral Good	History|Religion|Insight|Medicine|Perception	Mace|Crossbow, light	Sacred Flame *0|Guidance *0|Light*0|False Life*1|Ray of Sickness*1|Healing Word*1|Cure Wounds*1|Shield Of Faith*1|Bless*1|Guiding Bolt*1	11 23 18	NG	G	N	Human	Sacred Flame*0|Guidance*0|Light*0|False Life*1|Ray of Sickness*1|Healing Word*1|Cure Wounds*1|Shield of Faith*1|Bless*1|Guiding Bolt*1	Mace|Crossbow, Light	1-3	charming_buck
48d59e	Kenku	Far Traveler	2018-11-23T14:56:00Z	Ranger 2	Ranger		2		23	16	9	17	15	12	14	10		Acrobatics|Stealth|Investigation|Nature|Insight|Perception|Survival	Shortsword|Longbow		11 23 18		NA	NA	Kenku		Shortsword|Longbow	1-3	goofy_golick
3fc208	Fallen Aasimar	Acolyte	2018-11-23T11:50:51Z	Paladin 2	Paladin		2		20	19	17	12	14	11	11	18	Lawful Good	Athletics|Religion|Insight|Intimidation	Longsword|Javelin	Divine Smite*1|Bless *1|Shield Of Faith*1|Wrathful Smite*1|Thunderous Smite*1|Command*1	11 23 18	LG	G	L	Aasimar	Bless*1|Shield of Faith*1|Wrathful Smite*1|Thunderous Smite*1|Command*1	Longsword|Javelin	1-3	boring_darwin
75f614	Tiefling	Hermit	2018-05-26T01:57:05Z	Paladin 2	Paladin		2		20	17	15	9	14	11	11	16		Athletics|Religion|Insight|Medicine	Longsword		05 25 18		NA	NA	Tiefling		Longsword	1-3	blissful_leakey
69af00	Deep Gnome	Outlander	2018-08-12T00:17:38Z	Paladin 2	Paladin		2		26	17	22	15	16	10	12	20		Athletics|Survival|Intimidation|Persuasion	War Pick|Battleaxe|Unarmed Strike	Wrathful Smite*1|Detect Magic*1	08 11 18		NA	NA	Gnome	Wrathful Smite*1|Detect Magic*1	War pick|Battleaxe|Unarmed Strike	1-3	friendly_kalam
a0783e	Mountain Dwarf	Barbarian Tribe Member	2018-08-12T00:11:48Z	Barbarian 2	Barbarian		2		28	14	22	15	15	3	19	10	Chaotic Good	Athletics|Animal Handling|Survival|Intimidation	Unarmed Strike|Javelin|Trident		08 11 18	CG	G	C	Dwarf		Unarmed Strike|Javelin|Trident	1-3	charming_gauss
767c56	Rock Gnome	Outlander	2018-08-12T00:10:25Z	Ranger 2	Ranger		2		21	17	8	22	9	20	14	10	Chaotic Good	Athletics|Stealth|Nature|Perception|Survival	Longbow|Shortsword|Shortsword	Speak With Animals*1|Hunters Mark (No Concentration)*1	08 11 18	CG	G	C	Gnome	Speak with Animals*1	Longbow|Shortsword	1-3	upbeat_leavitt
951bdb	Lineage - Zari	Acolyte	2018-08-12T00:15:25Z	Barbarian 2	Barbarian		2		28	16	22	19	15	1	10	16		Athletics|Religion|Insight|Intimidation	Halberd|Sling|Javelin		08 11 18		NA	NA	Tiefling		Halberd|Sling|Javelin	1-3	optimistic_allen
b9609a	Forest Gnome	Outlander	2018-08-12T00:22:00Z	Druid 2	Druid	Circle of Dreams	2		16	15	14	15	10	16	22	10	Neutral Good	Athletics|Nature|Animal Handling|Survival	Unicorn Horn	Poison Spray*0|Produce Flame*0|Thunderwave*1|Charm Person*1|Speak With Animals*1	08 11 18	NG	G	N	Gnome	Poison Spray*0|Produce Flame*0|Thunderwave*1|Charm Person*1|Speak with Animals*1		1-3	affectionate_mendel
3add2b	Mountain Dwarf	Barbarian Tribe Member	2018-08-12T00:20:18Z	Barbarian 2	Barbarian		2		28	17	22	20	15	14	10	3	Chaotic Good	Athletics|Nature|Survival|Intimidation	War Hammer|Handaxe|Javelin		08 11 18	CG	G	C	Dwarf		Warhammer|Handaxe|Javelin	1-3	hardcore_stonebraker
8c16b5	Half-Elf	Criminal	2018-06-15T00:19:11Z	Monk 2	Monk		2		20	15	8	17	14	10	14	14	Chaotic Neutral	Athletics|Acrobatics|Sleight of Hand|Stealth|Deception	Unarmed Strike		06 14 18	CN	N	C	Half-Elf		Unarmed Strike	1-3	pensive_goldberg
087978	Mountain Dwarf	Mercenary Veteran	2018-12-31T10:58:07Z	Rogue 2	Rogue		2		16	12	10	13	15	8	10	10		Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Persuasion	Shortsword|Shortbow|Dagger		12 31 18		NA	NA	Dwarf		Shortsword|Shortbow|Dagger	1-3	serene_germain
828ff1	Half-Elf	Noble	2018-12-23T20:42:42Z	Sorcerer 2	Sorcerer	Divine Soul	2		20	10	8	11	18	17	16	20	CG	Arcana|History|Investigation|Insight|Deception|Persuasion	Crossbow, light|Dagger	Cure Wounds*1	12 23 18	CG	G	C	Half-Elf	Cure Wounds*1	Crossbow, Light|Dagger	1-3	keen_darwin
77413a	Dark Elf	Soldier	2018-10-07T19:32:00Z	Fighter 2	Fighter		2		20	16	11	17	14	12	10	11		Athletics|Acrobatics|Perception|Intimidation	Longbow|Shortsword|Crossbow, light		10 07 18		NA	NA	Elf		Longbow|Shortsword|Crossbow, Light	1-3	cool_torvalds
7a72ea	Fallen Aasimar	Custom	2019-01-18T23:38:51Z	Cleric 2	Cleric	Death Domain	2		15	12	15	3	16	7	18	10	Chaotic Evil	History|Investigation|Medicine|Persuasion	Mace|Crossbow, light	Light*0|Chill Touch*0|Guidance*0|False Life*1|Ray of Sickness*1|Inflict Wounds*1	01 18 19	CE	E	C	Aasimar	Light*0|Chill Touch*0|Guidance*0|False Life*1|Ray of Sickness*1|Inflict Wounds*1	Mace|Crossbow, Light	1-3	relaxed_haibt
8c5e6c	Tiefling	Entertainer	2018-09-02T17:09:59Z	Bard 2	Bard		2		18	13	15	14	13	14	10	12		Acrobatics|Stealth|Arcana|Deception|Performance	Crossbow, Light|Dagger	Minor Illusion*0|Mage Hand*0|thaumaturgy*0	09 02 18		NA	NA	Tiefling	Minor Illusion*0|Mage Hand*0|Thaumaturgy*0	Crossbow, Light|Dagger	1-3	crazy_moser
608216	Stout Halfling	Charlatan	2018-05-19T22:13:45Z	Bard 2	Bard		2		19	12	9	13	16	13	13	17		Sleight of Hand|Deception|Persuasion	Longsword|Dagger		05 19 18		NA	NA	Halfling		Longsword|Dagger	1-3	angry_einstein
cf68d2	Human	Folk Hero	2018-09-12T02:05:56Z	Cleric 2	Cleric	Life Domain	2	Linguist	15	17	12	13	11	16	14	15	Neutral Good	History|Religion|Animal Handling|Survival	Mace|Flail	Thaumaturgy*0|Sacred Flame*0|Word Of Radiance*0|Bless*1|Cure Wounds*1|Detect Evil And Good*1	09 11 18	NG	G	N	Human	Thaumaturgy*0|Sacred Flame*0|Word of Radiance*0|Bless*1|Cure Wounds*1|Detect Evil and Good*1	Mace|Flail	1-3	stoic_shirley
b2785a	Human	Soldier	2018-10-07T19:32:25Z	Fighter 2	Fighter		2	Shield Master	23	19	13	16	16	10	8	10		Athletics|Acrobatics|Perception|Intimidation	Battleaxe|Crossbow, light		10 07 18		NA	NA	Human		Battleaxe|Crossbow, Light	1-3	tender_poitras
04355c	Half-Elf	Urchin	2018-04-10T02:49:23Z	Warlock 2	Warlock	The Celestial	2		13	16	8	16	10	10	14	17	Chaotic Good	Acrobatics|Sleight of Hand|Stealth|Survival|Deception|Intimidation	Quarterstaff|Light hammer|Dagger	Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Cure Wounds*1|Hellish Rebuke*1	04 09 18	CG	G	C	Half-Elf	Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Cure Wounds*1|Hellish Rebuke*1	Quarterstaff|Light hammer|Dagger	1-3	blissful_burnell
188e7b	Deep Gnome	Haunted One	2018-04-06T23:48:15Z	Rogue 2	Rogue		2		17	13	9	16	15	14	10	10		Investigation|Religion|Deception|Intimidation	Rapier|Shortbow|Dagger		04 06 18		NA	NA	Gnome		Rapier|Shortbow|Dagger	1-3	boring_pike
c0fcee	Deep Gnome	Faction Agent	2018-04-09T06:54:30Z	Rogue 2	Rogue		2		11	10	5	10	10	10	12	8		Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Shortsword|Shortbow|Dagger		04 08 18		NA	NA	Gnome		Shortsword|Shortbow|Dagger	1-3	gifted_aryabhata
179c30	Dragonborn	Hermit	2018-04-08T08:34:12Z	Fighter 2	Fighter		2		40	17	18	8	12	10	15	14	NG	Religion|Medicine|Survival|Intimidation	Longsword|Javelin	Booming Blade*0|Lightning Lure*0|Unseen Servant*1|Shield*1|Identify*1|Thunderwave*1	04 08 18	NG	G	N	Dragonborn	Booming Blade*0|Lightning Lure*0|Unseen Servant*1|Shield*1|Identify*1|Thunderwave*1	Longsword|Javelin	1-3	cocky_ride
6a8d40	Half-Elf	Sage	2018-04-16T21:33:57Z	Sorcerer 2	Sorcerer	Divine Soul	2		14	12	10	14	12	12	14	16	LG	Arcana|History|Nature|Insight|Medicine|Persuasion	Spear|Dagger|Sickle|Chill Touch|Frostbite (Con)|Magic Missiles (3)|Sleep (20 ft area)	Chill Touch*0|Frostbite*0|Message*0|Mold Earth*0|Cure Wounds*1|Magic Missiles*1|Sleep*1|Mage Armor*1	04 16 18	LG	G	L	Half-Elf	Chill Touch*0|Frostbite*0|Message*0|Mold Earth*0|Cure Wounds*1|Magic Missile*1|Sleep*1|Mage Armor*1	Spear|Dagger|Sickle	1-3	vigorous_ishizaka
c68c97	Wood Elf	Hermit	2018-04-19T02:58:49Z	Rogue 2	Rogue		2		18	14	10	16	13	12	14	12		Athletics|Acrobatics|Sleight of Hand|Investigation|Religion|Medicine|Perception	Rapier|Shortbow|Dagger of Warning		04 18 18		NA	NA	Elf		Rapier|Shortbow|Dagger	1-3	loving_lehmann
06bf55	Half-Elf	Acolyte	2018-04-19T03:48:13Z	Paladin 2	Paladin		2		24	18	10	14	14	10	14	16		Athletics|Acrobatics|Religion|Insight|Medicine|Intimidation	Rapier|Javelin		04 18 18		NA	NA	Half-Elf		Rapier|Javelin	1-3	distracted_ishizaka
6a5726	Human	Soldier	2018-04-24T11:44:00Z	Fighter 2	Fighter		2		24	16	16	13	14	12	14	10		Athletics|Animal Handling|Insight|Intimidation	Longsword|Shortsword|Handaxe		04 24 18		NA	NA	Human		Longsword|Shortsword|Handaxe	1-3	jovial_driscoll
d2aa00	Wood Elf	Noble	2018-04-26T12:43:09Z	Cleric 2	Cleric	War Domain	2		20	18	15	10	15	10	14	10		History|Religion|Insight|Perception|Persuasion	Mace|Longsword|Dagger|Longbow	Divine Favor*1|Shield of Faith*1	04 26 18		NA	NA	Elf	Divine Favor*1|Shield of Faith*1	Mace|Longsword|Dagger|Longbow	1-3	elated_sutherland
991b3e	Human	Folk Hero	2018-04-26T12:26:43Z	Paladin 2	Paladin		2	Dual Wielder	24	19	10	16	14	10	12	14		Stealth|Animal Handling|Insight|Survival|Persuasion	Rapier|Rapier|Javelin		04 26 18		NA	NA	Human		Rapier|Javelin	1-3	keen_faraday
75da6a	Wood Elf	Hermit	2018-04-26T13:37:19Z	Druid 2	Druid	Circle of the Land	2		20	16	10	16	14	10	14	12		Nature|Religion|Animal Handling|Medicine|Perception	Scimitar		04 26 18		NA	NA	Elf		Scimitar	1-3	clever_tesla
2fa594	Tiefling	Urban Bounty Hunter	2018-05-05T23:15:50Z	Rogue 2	Rogue		2		5	14	8	17	9	16	11	13	Chaotic Neutral	Acrobatics|Stealth|Insight|Perception|Deception|Persuasion	Rapier|Shortsword|Dagger		05 05 18	CN	N	C	Tiefling		Rapier|Shortsword|Dagger	1-3	practical_napier
8bb8d4	Goblin	Custom	2018-04-18T23:04:03Z	Rogue 2	Rogue		2		10	14	12	17	10	14	10	10		Sleight of Hand|Stealth|Insight|Medicine|Deception|Performance	Dagger		04 18 18		NA	NA	Goblin		Dagger	1-3	peaceful_raman
e791b4	Firbolg	Outlander	2018-05-05T00:07:21Z	Barbarian 2	Barbarian		2		31	14	18	11	18	6	16	10		Athletics|Nature|Survival|Intimidation	Greataxe|Handaxe|Javelin		05 04 18		NA	NA	Firbolg		Greataxe|Handaxe|Javelin	1-3	quizzical_colden
549ebd	Dragonborn	Charlatan	2018-05-08T09:28:46Z	Sorcerer 2	Sorcerer	Storm Sorcery	2		9	15	10	14	13	12	10	16	Chaotic Neutral	Sleight of Hand|Deception|Intimidation|Persuasion	Quarterstaff|Dagger	Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Dancing Lights*0|Burning Hands*1|Witch Bolt*1	05 08 18	CN	N	C	Dragonborn	Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Dancing Lights*0|Burning Hands*1|Witch Bolt*1	Quarterstaff|Dagger	1-3	amazing_herschel
611c56	Half-Elf	Entertainer	2018-05-12T23:37:47Z	Druid 2	Druid	Circle of Dreams	2		24	14	15	16	18	13	18	12		Acrobatics|Arcana|Religion|Insight|Survival|Performance	Sling|Quarterstaff		05 12 18		NA	NA	Half-Elf		Sling|Quarterstaff	1-3	zealous_chandrasekhar
9f3a61	Human	Charlatan	2018-07-27T23:53:51Z	Warlock 1	Warlock	The Fiend	1	Lucky	8	12	10	13	16	8	10	16	CN	Sleight of Hand|Insight|Perception|Deception|Intimidation	Crossbow, light|Eldritch Blast PHB237|Burning Hands PHB220|Dagger	Eldritch blast*0|Minor illusion*0|Hex*1|Burning hands*1	07 27 18	CN	N	C	Human	Eldritch Blast*0|Minor Illusion*0|Hex*1|Burning Hands*1	Crossbow, Light|Dagger	1-3	clever_einstein
aa8854	High Elf	Criminal	2018-08-04T15:45:17Z	Wizard 1	Wizard		1		7	13	10	16	13	16	12	8		Stealth|Arcana|Investigation|Perception|Deception	Quarterstaff		08 04 18		NA	NA	Elf		Quarterstaff	1-3	agitated_lewin
5afab6	Protector Aasimar	Outlander	2018-11-24T17:16:37Z	Ranger 1	Ranger		1		9	14	8	16	8	14	17	20	LG	Athletics|Stealth|Nature|Animal Handling|Survival	Shortsword|Longbow|Shortsword Of Warning	Light*0	11 24 18	LG	G	L	Aasimar	Light*0	Shortsword|Longbow	1-3	jolly_tharp
3bdf30	Human	Urchin	2018-11-03T20:04:55Z	Barbarian 1	Barbarian		1	Charger	15	15	16	14	16	12	13	14	N/B	Athletics|Acrobatics|Sleight of Hand|Stealth|Intimidation	Greataxe|Crossbow, light|Javelin		11 03 18		NA	NA	Human		Greataxe|Crossbow, Light|Javelin	1-3	hopeful_bassi
998121	Dragonborn	Hermit	2018-07-01T19:50:49Z	Warlock 1	Warlock	The Fiend	1		10	11	12	11	15	12	10	16		Arcana|Investigation|Religion|Medicine	Quarterstaff|Club|Dagger		07 01 18		NA	NA	Dragonborn		Quarterstaff|Club|Dagger	1-3	condescending_cray
ed9db6	Human	Outlander	2018-05-31T18:52:17Z	Fighter 1	Fighter		1	War Caster	11	18	16	13	14	12	11	8		Athletics|Acrobatics|Insight|Perception|Survival	Greataxe|Handaxe		05 31 18		NA	NA	Human		Greataxe|Handaxe	1-3	vigorous_yalow
c83fcd	Serpentblood	Sage	2018-09-08T14:35:32Z	Wizard 1	Wizard		1		8	10	10	10	15	16	10	13		Arcana|History|Investigation|Insight	Quarterstaff		09 08 18		NA	NA	Yaun-Ti		Quarterstaff	1-3	musing_curran
f4c943	Tabaxi	Far Traveler	2019-01-02T12:31:01Z	Fighter 1	Fighter		1		12	15	15	14	14	9	10	13		Athletics|Stealth|Insight|Perception|Survival	Longbow|Longsword|Handaxe		01 02 19		NA	NA	Tabaxi		Longbow|Longsword|Handaxe	1-3	hungry_einstein
e8eb6c	Rock Gnome	Noble	2018-07-06T03:51:28Z	Sorcerer 1	Sorcerer	Storm Sorcery	1		9	11	11	13	16	17	14	15		Arcana|History|Deception|Persuasion	Dagger		07 05 18		NA	NA	Gnome		Dagger	1-3	eager_grothendieck
cefbd5	Tortle - Razorback Tribe	Knight	2018-07-07T05:21:32Z	Paladin 1	Paladin		1		11	16	17	10	15	11	15	14	Lawful Good	Athletics|Nature|Medicine|Survival|Persuasion	Maul|Warhammer		07 06 18	LG	G	L	Turtle		Maul|Warhammer	1-3	clever_antonelli
9494ea	Tabaxi	Guild Artisan	2018-10-25T04:58:15Z	Artificer 1	Artificer	Alchemist	1		10	14	8	15	14	15	10	13		Stealth|Arcana|Investigation|Insight|Perception|Persuasion		Detect Magic (Ritual)*1|Identify (Ritual)*1	10 24 18		NA	NA	Tabaxi	Detect Magic*1|Identify*1		1-3	magical_ritchie
360b2b	Human	Criminal	2018-12-01T21:03:25Z	Bard 1	Bard		1		8	12	11	13	11	17	13	18	N/B	Stealth|Animal Handling|Insight|Deception|Persuasion	Rapier|Dagger		12 01 18		NA	NA	Human		Rapier|Dagger	1-3	dazzling_borg
b9fcd5	Mountain Dwarf	Acolyte	2018-09-16T00:53:45Z	Barbarian 1	Barbarian		1		9	10	11	10	11	16	8	12		Religion|Insight	Greataxe|Handaxe|Javelin		09 15 18		NA	NA	Dwarf		Greataxe|Handaxe|Javelin	1-3	heuristic_jepsen
032cef	Half-Elf	Urchin	2018-10-28T10:44:09Z	Rogue 1	Rogue		1		22	16	14	20	16	14	10	14	Chaotic Good	Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation	Rapier|Shortbow|Dagger		10 28 18	CG	G	C	Half-Elf		Rapier|Shortbow|Dagger	1-3	awesome_thompson
2a3330	Dragonborn	Mercenary Veteran	2018-09-15T19:38:10Z	Rogue 1	Rogue		1		10	14	19	17	15	12	10	16		Athletics|Perception|Deception|Intimidation|Performance|Persuasion	Rapier|Shortbow|Dagger		09 15 18		NA	NA	Dragonborn		Rapier|Shortbow|Dagger	1-3	peaceful_jepsen
71c5aa	Lightfoot Halfling	Urchin	2018-08-08T09:26:58Z	Monk 1	Monk		1		9	17	14	19	15	14	16	14	lawful neutral	Acrobatics|Sleight of Hand|Stealth|Insight	Quarterstaff|Dart|Unarmed strike		08 08 18	LN	N	L	Halfling		Quarterstaff|Dart|Unarmed Strike	1-3	sweet_galileo
66e397	Wood Elf	Outlander	2018-07-10T18:40:47Z	Rogue 1	Rogue		1		9	14	10	17	13	10	14	12	Chaotic Good	Athletics|Stealth|Perception|Survival|Deception	Shortsword|Shortbow|Dagger		07 10 18	CG	G	C	Elf		Shortsword|Shortbow|Dagger	1-3	charming_jepsen
1b3948	Dragonborn	Haunted One	2019-01-03T08:20:39Z	Cleric 1	Cleric	Grave Domain	1		8	12	13	10	11	13	13	16	CG	Sleight of Hand|Investigation|Medicine|Survival|Deception|Persuasion	Mace|Light Hammer	Spare the Dying*0|Bane*1|False Life*1	01 03 19	CG	G	C	Dragonborn	Spare the Dying*0|Bane*1|False Life*1	Mace|Light hammer	1-3	brave_swirles
8dae8b	Human	Folk Hero	2018-12-04T21:29:29Z	Paladin 1	Paladin		1		12	16	16	10	14	9	12	16		Athletics|Animal Handling|Survival|Intimidation	Maul		12 04 18		NA	NA	Human		Maul	1-3	musing_solomon
c936b2	Human	Folk Hero	2018-07-28T19:56:15Z	Warlock 1	Warlock	The Fiend	1		8	11	11	11	16	11	12	16		History|Nature|Animal Handling|Survival	Crossbow, light|Dagger		07 28 18		NA	NA	Human		Crossbow, Light|Dagger	1-3	elated_raman
972378	Wood Elf	Far Traveler	2018-12-04T00:25:02Z	Ranger 1	Ranger		1		10	16	10	16	11	12	16	10		Stealth|Animal Handling|Insight|Perception|Survival	Dagger|Javelin|Longbow		12 03 18		NA	NA	Elf		Dagger|Javelin|Longbow	1-3	friendly_hodgkin
b94588	Ghastly Halfling	Far Traveler	2018-12-19T18:52:16Z	Monk 1	Monk		1		10	18	15	19	15	13	18	13	Neutral Good	Acrobatics|Stealth|Insight|Perception	Quarterstaff|Dart|Unarmed Strike		12 19 18	NG	G	N	Halfling		Quarterstaff|Dart|Unarmed Strike	1-3	sharp_nightingale
fff5d7	Half-Elf	Mercenary Veteran	2018-08-21T19:54:50Z	Druid 1	Druid		1		7	11	12	11	13	13	15	12		Athletics|Animal Handling|Insight|Survival|Deception|Persuasion	Crossbow, light|Scimitar		08 21 18		NA	NA	Half-Elf		Crossbow, Light|Scimitar	1-3	determined_dirac
0f183a	Bugbear	Criminal	2018-07-14T22:04:33Z	Fighter 1	Fighter		1		11	16	17	15	13	8	11	9		Stealth|Survival|Deception|Intimidation	Greataxe|Crossbow, heavy|Handaxe		07 14 18		NA	NA	Bugbear		Greataxe|Crossbow, Heavy|Handaxe	1-3	recursing_bartik
17752e	High Elf	Folk Hero	2019-01-14T02:36:21Z	Barbarian 1	Barbarian		1		15	16	15	16	17	15	14	16		Nature|Animal Handling|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		01 13 19		NA	NA	Elf		Greataxe|Handaxe|Javelin	1-3	friendly_jepsen
e2e4da	Serpentblood	Urban Bounty Hunter	2019-01-14T03:21:46Z	Cleric 1	Cleric	Knowledge Domain	1		10	14	17	13	14	13	17	14		Stealth|Arcana|Nature|Insight|Medicine|Persuasion	Mace|Handaxe	Command*1|Identify*1	01 13 19		NA	NA	Yaun-Ti	Command*1|Identify*1	Mace|Handaxe	1-3	distracted_tu
7ff3dd	Human	Mercenary Veteran	2019-01-14T02:43:24Z	Barbarian 1	Barbarian		1	Alert	16	15	16	13	18	11	11	16		Athletics|Perception|Survival|Persuasion	Greataxe|Handaxe|Javelin		01 13 19		NA	NA	Human		Greataxe|Handaxe|Javelin	1-3	hopeful_mahavira
f0d601	Protector Aasimar	Courtier	2018-07-09T01:58:00Z	Cleric 1	Cleric	Life Domain	1		10	15	9	12	14	10	16	14	Lawful Good	History|Insight|Medicine|Persuasion	Mace	Light*0|Sacred Flame*0|Spare Of The Dying*0|Toll Of The Dead*0|Bless*1|Cure Wounds*1	07 08 18	LG	G	L	Aasimar	Light*0|Sacred Flame*0|Spare the Dying*0|Toll the Dead*0|Bless*1|Cure Wounds*1	Mace	1-3	affectionate_booth
2215f4	Forest Gnome	Faction Agent	2018-09-29T04:02:01Z	Monk 1	Monk		1		9	17	9	19	12	19	17	13	Chaotic Good	Acrobatics|History|Insight|Deception	Shortsword|Dart|Unarmed strike		09 28 18	CG	G	C	Gnome		Shortsword|Dart|Unarmed Strike	1-3	frosty_chatterjee
cd7ca2	Human	Former pilot	2018-08-20T15:57:45Z	Ranger 1	Ranger		1		11	13	6	15	12	8	14	10	True Neutral (evil)	Stealth|Insight|Perception	Shortsword|Longbow		08 20 18		NA	NA	Human		Shortsword|Longbow	1-3	dazzling_dewdney
